fips`tlife_expectancy
01001	74.8
01003	76.6
01005	72.7
01007	73.0
01009	72.9
01011	71.0
01013	71.5
01015	70.8
01017	71.9
01019	72.4
01021	72.7
01023	73.1
01025	69.9
01027	71.9
01029	72.1
01031	74.2
01033	73.0
01035	69.0
01037	72.2
01039	70.6
01041	70.4
01043	72.9
01045	73.0
01047	67.7
01049	72.4
01051	74.6
01053	70.1
01055	70.2
01057	70.7
01059	71.5
01061	70.6
01063	70.6
01065	69.9
01067	74.2
01069	73.5
01071	70.9
01073	72.4
01075	72.4
01077	74.9
01079	71.1
01081	77.1
01083	76.1
01085	67.6
01087	71.4
01089	76.5
01091	70.8
01093	72.4
01095	71.9
01097	72.6
01099	70.8
01101	72.7
01103	72.8
01105	68.8
01107	71.5
01109	71.6
01111	73.1
01113	71.0
01115	72.8
01117	79.4
01119	71.3
01121	70.5
01123	72.8
01125	74.5
01127	67.8
01129	72.6
01131	68.7
01133	72.7
02013	77.4
02016	85.9
02020	76.3
02050	68.9
02060	77.4
02068	88.6
02070	68.2
02090	77.7
02100	78.3
02105	78.3
02110	79.8
02122	77.9
02130	77.6
02150	77.4
02164	77.4
02170	76.2
02180	68.9
02185	75.8
02188	67.8
02195	78.5
02198	71.9
02220	79.0
02230	77.4
02240	75.4
02261	77.4
02270	77.4
02275	77.5
02282	77.4
02290	67.3
04001	63.8
04003	76.1
04005	75.9
04007	69.6
04009	73.5
04011	75.1
04012	69.3
04013	77.5
04015	72.8
04017	67.1
04019	76.5
04021	78.1
04023	79.9
04025	76.4
04027	77.8
05001	68.7
05003	70.9
05005	74.2
05007	78.2
05009	74.2
05011	71.5
05013	69.9
05015	75.3
05017	69.8
05019	72.1
05021	72.8
05023	75.3
05025	71.5
05027	71.5
05029	73.1
05031	74.4
05033	73.2
05035	69.2
05037	70.9
05039	70.5
05041	70.6
05043	72.4
05045	75.7
05047	72.3
05049	72.8
05051	72.1
05053	73.3
05055	73.5
05057	73.3
05059	72.2
05061	72.4
05063	73.4
05065	73.7
05067	70.5
05069	70.3
05071	73.4
05073	71.7
05075	71.3
05077	68.9
05079	72.6
05081	71.8
05083	71.2
05085	74.1
05087	74.2
05089	73.7
05091	71.4
05093	67.9
05095	68.8
05097	71.9
