fips`thomicide_rate_per_100k
01001	8.1
01003	3.9
01005	13.1
01007	7.7
01009	5.9
01011	21.0
01013	17.6
01015	10.0
01017	11.4
01019	6.1
01021	5.1
01023	9.5
01025	9.7
01027	9.5
01029	11.4
01031	7.8
01033	6.4
01035	17.9
01037	13.5
01039	6.5
01041	11.6
01043	4.0
01045	6.7
01047	41.5
01049	3.4
01051	9.4
01053	13.2
01055	8.1
01057	9.5
01059	5.4
01061	9.5
01063	9.5
01065	21.3
01067	10.7
01069	9.8
01071	6.9
01073	26.0
01075	9.5
01077	6.0
01079	8.6
01081	8.9
01083	6.3
01085	46.0
01087	44.8
01089	8.3
01091	15.7
01093	9.5
01095	4.9
01097	17.8
01099	16.6
01101	26.2
01103	10.9
01105	9.5
01107	9.5
01109	13.8
01111	6.3
01113	19.9
01115	6.3
01117	4.0
01119	20.7
01121	17.4
01123	9.5
01125	8.6
01127	9.1
01129	13.4
01131	39.5
01133	8.4
02013	9.4
02016	9.4
02020	9.4
02050	21.1
02060	9.4
02068	9.4
02070	9.4
02090	10.4
02100	9.4
02105	9.4
02110	4.5
02122	4.6
02130	9.4
02150	9.4
02164	9.4
02170	6.4
02180	9.4
02185	14.3
02188	9.4
02195	9.4
02198	9.4
02220	9.4
02230	9.4
02240	9.4
02261	9.4
02270	9.4
02275	9.4
02282	9.4
02290	9.4
04001	16.9
04003	3.2
04005	6.7
04007	9.8
04009	5.9
04011	6.1
04012	12.4
04013	6.6
04015	5.9
04017	14.6
04019	7.4
04021	6.1
04023	5.2
04025	3.0
04027	4.6
05001	15.6
05003	11.0
05005	6.5
05007	2.2
05009	5.3
05011	13.4
05013	8.9
05015	8.9
05017	25.0
05019	7.1
05021	8.9
05023	7.4
05025	8.9
05027	14.1
05029	8.9
05031	7.7
05033	3.2
05035	28.5
05037	8.9
05039	8.9
05041	15.1
05043	15.1
05045	5.6
05047	8.9
05049	8.9
05051	11.2
05053	8.9
05055	5.3
05057	8.8
05059	9.4
05061	10.9
05063	8.9
05065	8.9
05067	10.2
05069	37.3
05071	5.4
05073	8.9
05075	8.9
05077	22.6
05079	15.1
05081	8.9
05083	8.0
05085	4.8
05087	9.4
05089	8.5
05091	8.9
05093	28.7
05095	27.3
05097	8.9
05099	8.9
05101	8.9
05103	7.4
05105	8.9
05107	57.4
05109	8.9
05111	8.5
05113	7.9
05115	6.5
05117	8.9
05119	19.4
05121	8.9
05123	26.7
05125	4.8
05127	8.9
05129	8.9
05131	6.2
05133	8.9
05135	9.0
05137	12.5
05139	16.2
05141	8.9
05143	2.9
05145	4.6
05147	8.9
05149	8.1
06001	6.7
06003	5.6
06005	6.8
06007	3.8
06009	4.4
06011	5.6
06013	5.6
06015	9.8
06017	2.5
06019	8.5
06021	8.1
06023	7.8
06025	5.5
06027	5.6
06029	12.0
06031	7.1
06033	8.5
06035	8.8
06037	6.4
06039	7.2
06041	1.9
06043	5.6
06045	6.8
06047	7.4
06049	5.6
06051	5.6
06053	7.4
06055	1.7
06057	3.1
06059	2.3
06061	1.9
06063	5.6
06065	4.7
06067	6.3
06069	4.1
06071	7.5
06073	2.9
06075	5.0
06077	9.5
06079	1.8
06081	2.1
06083	3.7
06085	2.4
06087	3.1
06089	5.9
06091	5.6
06093	7.2
06095	7.9
06097	2.4
06099	3.9
06101	5.1
06103	6.6
06105	5.6
06107	7.7
06109	2.6
06111	3.2
06113	2.9
06115	7.4
08001	6.3
08003	12.1
08005	5.7
08007	5.0
08009	5.0
08011	5.0
08013	2.2
08014	3.2
08015	5.0
08017	5.0
08019	5.0
08021	5.0
08023	5.0
08025	5.0
08027	5.0
08029	6.0
08031	8.5
08033	5.0
08035	1.5
08037	5.0
08039	5.0
08041	7.9
08043	7.1
08045	2.6
08047	5.0
08049	5.0
08051	5.0
08053	5.0
08055	5.0
08057	5.0
08059	3.5
08061	5.0
08063	5.0
08065	5.0
08067	4.3
08069	1.9
08071	10.9
08073	5.0
08075	5.0
08077	5.0
08079	5.0
08081	5.0
08083	5.0
08085	3.3
08087	5.0
08089	8.6
08091	5.0
08093	5.0
08095	5.0
08097	5.0
08099	5.0
08101	11.1
08103	5.0
08105	5.0
08107	5.0
08109	5.0
08111	5.0
08113	5.0
08115	5.0
08117	5.0
08119	5.0
08121	5.0
08123	3.4
08125	5.0
09001	3.8
09003	3.8
09005	3.8
09007	3.8
09009	3.8
09011	3.8
09013	3.8
09015	3.8
10001	5.6
10003	7.9
10005	3.3
11001	19.8
12001	4.8
12003	6.3
12005	6.7
12007	7.3
12009	6.1
12011	6.0
12013	6.5
12015	2.7
12017	4.7
12019	4.5
12021	2.6
12023	8.0
12027	5.9
12029	10.0
12031	13.4
12033	8.5
12035	3.9
12037	6.2
12039	10.2
12041	7.2
12043	5.9
12045	4.2
12047	10.1
12049	5.5
12051	9.1
12053	4.3
12055	5.0
12057	5.5
12059	7.2
12061	4.8
12063	9.5
12065	5.1
12067	4.7
12069	4.5
12071	5.0
12073	6.2
12075	6.0
12077	6.7
12079	8.6
12081	5.5
12083	7.5
12085	3.1
12086	7.4
12087	4.0
12089	5.0
12091	5.2
12093	5.5
12095	7.0
12097	4.7
12099	6.5
12101	3.9
12103	5.0
12105	5.3
12107	8.7
12109	2.9
12111	5.9
12113	4.4
12115	3.2
12117	4.4
12119	2.7
12121	5.9
12123	10.0
12125	8.7
12127	5.6
12129	5.7
12131	4.4
12133	10.1
13001	7.4
13003	9.8
13005	8.4
13007	7.7
13009	9.8
13011	4.6
13013	5.2
13015	4.9
13017	9.7
13019	6.1
13021	16.2
13023	7.9
13025	6.8
13027	6.8
13029	4.7
13031	4.8
13033	13.4
13035	9.2
13037	15.1
13039	4.6
13043	8.4
13045	5.6
13047	3.4
13049	8.4
13051	13.2
13053	7.9
13055	6.9
13057	2.6
13059	5.8
13061	12.6
13063	15.0
13065	7.4
13067	4.4
13069	8.8
13071	10.8
